sub_region_2,iso_3166_2_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,10/05/2021,-25,7,4,-19,-14,6
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,10/05/2021,-17,14,2,-17,-14,7
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,10/05/2021,-25,-11,6,-26,-20,7
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,10/05/2021,-29,15,28,-33,-8,6
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,11/05/2021,-29,2,-25,-37,-22,10
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,11/05/2021,-22,5,-7,-17,-14,6
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,11/05/2021,-14,9,4,-20,-8,6
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,11/05/2021,-28,-4,-14,-27,-19,10
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,11/05/2021,-19,16,6,-17,-11,6
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,11/05/2021,-18,11,-24,-26,-13,9
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,11/05/2021,-29,-17,-3,-29,-20,9
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,11/05/2021,-33,17,19,-34,-9,8
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,12/05/2021,-19,8,34,-31,-20,7
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,12/05/2021,-18,4,47,-2,-13,4
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,12/05/2021,-11,3,8,-19,-9,4
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,12/05/2021,-14,5,71,-13,-18,6
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,12/05/2021,-17,11,28,-12,-12,4
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,12/05/2021,-7,17,56,-7,-9,5
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,12/05/2021,-14,-6,88,-2,-18,3
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,12/05/2021,-24,18,,-26,-5,4
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,13/05/2021,-19,8,34,-29,-21,7
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,13/05/2021,-19,3,52,-14,-13,5
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,13/05/2021,-13,8,14,-17,-11,4
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,13/05/2021,-16,15,51,-12,-20,6
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,13/05/2021,-13,13,52,-14,-9,4
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,13/05/2021,-7,18,36,-8,-9,6
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,13/05/2021,-8,-1,69,-4,-24,5
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,13/05/2021,-24,14,,-25,-7,5
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,14/05/2021,-26,6,-4,-33,-22,9
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,14/05/2021,-23,4,9,-19,-15,7
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,14/05/2021,-14,9,5,-19,-10,6
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,14/05/2021,-23,14,42,-9,-19,8
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,14/05/2021,-21,14,18,-15,-11,6
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,14/05/2021,-17,16,17,-9,-10,7
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,14/05/2021,-14,-7,71,-13,-20,6
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,14/05/2021,-32,13,55,-29,-5,7
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,15/05/2021,-27,0,5,-28,-15,4
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,15/05/2021,-28,-2,64,-11,-14,5
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,15/05/2021,-12,-2,10,-14,-9,3
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,15/05/2021,-27,-3,93,-17,-14,6
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,15/05/2021,-20,7,73,-5,-15,4
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,15/05/2021,-25,10,59,-28,-7,5
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,15/05/2021,-20,-10,54,-7,-17,5
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,15/05/2021,-33,19,60,-19,-7,5
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,16/05/2021,-33,-19,11,-26,-9,2
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,16/05/2021,-35,-24,74,-20,-16,4
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,16/05/2021,-10,-10,62,-2,-10,2
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,16/05/2021,-25,-22,104,-5,-18,4
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,16/05/2021,-23,-12,83,-3,-12,2
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,16/05/2021,-28,-4,55,-29,-8,3
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,16/05/2021,-24,-22,51,23,-16,4
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,16/05/2021,-28,0,72,-8,-7,3
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,17/05/2021,-21,4,17,-31,-21,7
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,17/05/2021,-18,1,52,-11,-11,4
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,17/05/2021,-9,5,42,-11,-10,3
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,17/05/2021,-10,17,73,-6,-18,5
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,17/05/2021,-16,10,66,-10,-11,3
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,17/05/2021,-5,16,62,-6,-12,4
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,17/05/2021,-9,-6,117,-4,-16,3
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,17/05/2021,-22,16,,-23,-5,4
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,18/05/2021,-19,7,26,-29,-20,7
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,18/05/2021,-15,5,38,-13,-12,4
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,18/05/2021,-10,4,27,-14,-7,4
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,18/05/2021,-9,7,73,-6,-17,5
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,18/05/2021,-12,16,49,-11,-10,3
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,18/05/2021,-3,14,64,-10,-9,5
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,18/05/2021,-9,-4,131,3,-16,3
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,18/05/2021,-22,18,,-25,-4,5
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,19/05/2021,-17,8,36,-30,-19,6
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,19/05/2021,-17,4,51,-12,-11,4
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,19/05/2021,-9,4,11,-13,-8,4
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,19/05/2021,-14,8,54,-8,-17,6
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,19/05/2021,-13,12,42,-9,-11,3
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,19/05/2021,-6,16,50,-10,-8,5
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,19/05/2021,-10,-6,114,-1,-18,3
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,19/05/2021,-24,16,,-22,-4,4
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,20/05/2021,-15,9,40,-32,-19,6
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,20/05/2021,-15,5,72,-18,-10,3
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,20/05/2021,-7,8,27,-14,-8,3
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,20/05/2021,-11,18,96,-11,-19,5
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,20/05/2021,-9,16,69,-17,-8,3
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,20/05/2021,-4,16,74,-22,-7,4
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,20/05/2021,-6,-1,109,3,-15,3
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,20/05/2021,-18,15,,-22,-5,4
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,21/05/2021,-19,10,28,-30,-20,6
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,21/05/2021,-16,6,22,-14,-12,5
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,21/05/2021,-7,13,27,-13,-7,4
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,21/05/2021,-17,13,68,-10,-18,6
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,21/05/2021,-13,16,51,-10,-9,3
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,21/05/2021,-11,20,51,-23,-7,5
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,21/05/2021,-15,-7,72,-11,-17,6
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,21/05/2021,-24,19,110,-21,-3,5
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,22/05/2021,-21,1,11,-28,-10,3
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,22/05/2021,-19,-2,54,-8,-9,4
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,22/05/2021,-8,-1,8,-14,-3,2
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,22/05/2021,-21,3,72,-19,-13,5
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,22/05/2021,-15,7,70,-7,-11,3
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,22/05/2021,-18,14,37,-27,-4,5
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,22/05/2021,-14,-8,56,-8,-13,4
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,22/05/2021,-27,16,70,-21,-3,4
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,23/05/2021,-24,-16,30,-25,-3,-1
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,23/05/2021,-18,-20,95,-10,-7,1
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,23/05/2021,-10,-12,94,0,-3,0
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,23/05/2021,-10,-10,146,-2,-12,1
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,23/05/2021,-14,-13,110,0,-7,-1
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,23/05/2021,-6,-4,108,-14,-3,1
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,23/05/2021,1,-20,151,79,-8,0
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,23/05/2021,-26,-3,96,-13,0,1
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,24/05/2021,-24,3,-13,-35,-21,8
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,24/05/2021,-24,2,-7,-23,-13,7
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,24/05/2021,-9,7,3,-17,-10,6
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,24/05/2021,-19,10,1,-20,-19,8
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,24/05/2021,-19,12,23,-17,-11,5
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,24/05/2021,-18,12,-13,-27,-13,7
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,24/05/2021,-15,-4,42,-20,-24,8
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,24/05/2021,-28,14,16,-35,-7,7
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,25/05/2021,-15,9,44,-29,-19,5
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,25/05/2021,-12,5,39,-14,-10,3
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,25/05/2021,-6,3,40,-14,-5,3
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,25/05/2021,-8,7,81,-11,-16,4
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,25/05/2021,-8,15,58,-11,-9,2
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,25/05/2021,-2,13,82,-24,-9,4
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,25/05/2021,-7,-5,173,5,-15,2
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,25/05/2021,-19,22,,-24,-2,4
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,26/05/2021,-15,8,40,-30,-18,5
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,26/05/2021,-15,7,51,-11,-10,3
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,26/05/2021,-5,3,18,-15,-6,3
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,26/05/2021,-12,6,67,-13,-16,5
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,26/05/2021,-10,12,53,-10,-9,3
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,26/05/2021,-5,17,78,-21,-8,4
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,26/05/2021,-9,-3,135,6,-17,2
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,26/05/2021,-17,17,,-22,-1,3
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,27/05/2021,-14,9,41,-28,-19,5
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,27/05/2021,-13,6,68,-10,-9,3
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,27/05/2021,-7,7,35,-16,-8,2
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,27/05/2021,-10,15,79,-9,-18,4
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,27/05/2021,-7,14,68,-12,-7,2
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,27/05/2021,-4,18,69,-22,-8,4
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,27/05/2021,-3,3,126,11,-13,2
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,27/05/2021,-15,16,,-22,-4,3
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,28/05/2021,-15,11,48,-26,-19,5
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,28/05/2021,-12,6,45,-8,-8,2
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,28/05/2021,-3,12,37,-9,-6,2
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,28/05/2021,-13,13,105,-7,-18,4
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,28/05/2021,-9,16,68,-1,-7,2
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,28/05/2021,-8,18,93,-21,-14,5
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,28/05/2021,-6,-4,172,-2,-22,4
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,28/05/2021,-15,18,174,-17,-2,4
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,29/05/2021,-20,0,18,-25,-10,1
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,29/05/2021,-16,-3,84,-2,-9,1
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,29/05/2021,-4,-2,37,-11,1,0
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,29/05/2021,-17,3,126,-11,-15,3
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,29/05/2021,-13,6,82,1,-10,1
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,29/05/2021,-13,10,118,-19,-7,2
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,29/05/2021,1,-2,197,45,-13,1
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,29/05/2021,-22,14,115,-10,-5,2
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,30/05/2021,-24,-13,11,-29,-2,0
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,30/05/2021,-15,-15,93,-4,-10,0
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,30/05/2021,-7,-5,67,-4,-1,0
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,30/05/2021,-11,-4,121,-4,-19,2
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,30/05/2021,-16,-8,75,-1,-4,1
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,30/05/2021,-8,0,102,-22,-8,0
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,30/05/2021,4,-11,155,68,-8,0
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,30/05/2021,-24,2,120,-15,-3,0
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,31/05/2021,-13,10,36,-31,-22,5
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,31/05/2021,-12,7,62,-13,-11,3
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,31/05/2021,-2,11,51,-3,-8,3
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,31/05/2021,-5,21,88,-14,-19,5
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,31/05/2021,-9,16,86,-8,-12,3
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,31/05/2021,-1,19,98,-22,-14,4
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,31/05/2021,5,8,211,17,-15,3
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,31/05/2021,-16,20,,-27,-4,4
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,01/06/2021,-4,22,46,-27,-23,3
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,01/06/2021,2,23,72,-6,-12,0
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,01/06/2021,9,19,60,-6,-8,0
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,01/06/2021,6,24,118,-10,-20,2
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,01/06/2021,5,32,89,-3,-12,0
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,01/06/2021,14,33,137,-21,-14,2
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,01/06/2021,15,14,291,26,-16,0
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,01/06/2021,-6,37,,-20,-4,2
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,02/06/2021,-18,-18,76,-52,-79,17
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,02/06/2021,-10,-14,153,-26,-72,15
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,02/06/2021,-6,-13,69,-30,-72,16
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,02/06/2021,-7,-15,244,-39,-79,18
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,02/06/2021,-6,-11,198,-22,-77,16
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,02/06/2021,17,-3,331,-23,-77,17
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,02/06/2021,11,-8,416,72,-65,12
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,02/06/2021,-24,-13,,-38,-71,16
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,03/06/2021,-14,13,36,-28,-20,5
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,03/06/2021,-10,14,68,-7,-10,2
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,03/06/2021,-2,15,39,-8,-8,2
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,03/06/2021,-6,21,80,-17,-21,4
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,03/06/2021,-5,21,79,-9,-8,2
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,03/06/2021,-2,25,80,-19,-11,4
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,03/06/2021,11,17,175,22,-19,3
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,03/06/2021,-13,20,,-19,-6,3
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,04/06/2021,-16,10,41,-28,-20,5
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,04/06/2021,-11,9,47,-9,-9,3
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,04/06/2021,-1,15,45,-8,-7,2
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,04/06/2021,-10,14,94,-9,-19,5
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,04/06/2021,-7,18,82,-3,-8,2
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,04/06/2021,-6,22,102,-21,-10,4
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,04/06/2021,6,5,198,19,-18,3
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,04/06/2021,-17,19,120,-21,-1,4
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,05/06/2021,-19,0,17,-27,-8,1
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,05/06/2021,-15,-1,80,0,-8,1
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,05/06/2021,-2,-1,32,-12,0,1
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,05/06/2021,-13,2,115,-11,-14,3
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,05/06/2021,-10,6,95,3,-7,0
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,05/06/2021,-14,11,80,-23,-7,3
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,05/06/2021,0,1,118,23,-11,2
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,05/06/2021,-21,17,85,-19,-5,2
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,06/06/2021,-20,-12,26,-21,0,-2
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,06/06/2021,-15,-15,119,-7,-7,0
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,06/06/2021,-8,-5,85,-8,-2,-1
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,06/06/2021,-9,-8,135,-7,-18,-1
